run,turn,assistant_chars,mean_assistant_chars_1_120,median_assistant_chars_1_120,response_budget,model_quantization,sampling_settings,source_artifact
Study 007 treatment,72,4471,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,73,4582,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,74,2207,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,75,4650,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,76,4751,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,77,5566,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,78,4777,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,79,4727,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,80,5660,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,81,5093,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,82,5785,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,83,5107,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,84,4209,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,85,4139,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,86,4583,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,87,3569,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,88,3634,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,89,4474,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,90,2261,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,91,3845,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,92,3690,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,93,4843,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,94,3700,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,95,3588,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,96,5254,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,97,3010,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,98,5475,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,99,4578,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,100,2310,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,101,3525,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,102,3253,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,103,3649,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,104,4050,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,105,3669,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,106,3331,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,107,3398,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,108,4086,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,109,4367,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,110,3536,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,111,3581,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,112,229,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,113,116,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,114,513,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,115,336,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,116,783,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,117,2084,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,118,701,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,119,2741,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,120,3297,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 S,1,343,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,2,92,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,3,257,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,4,1049,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,5,1388,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,6,2652,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,7,2959,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,8,3236,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,9,2307,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,10,2649,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,11,2353,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,12,2819,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,13,3664,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,14,2666,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,15,2489,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,16,3331,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,17,3849,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,18,4328,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,19,2672,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,20,2696,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,21,3509,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,22,4028,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,23,2928,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,24,9759,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,25,3210,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,26,3483,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,27,2973,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
Study 009 S,28,3620,2971.192,2966.000,2048,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_009/runs/study_009_full_001/arm_s/study.db
